Course name,Course link,Cover image,Institution,Verified,Start date,Self Paced,Video link,Short description,Course provider image(LOGO),Enroll now link,About course,Overall rating,All reviews,Instructor name,instructor details,Instructor photo,Course price,length,Effort,Subject,Level,Video transcript,Languages
,,,,,,,,,,,,,,,,,,,,,,,
Electronic Trading in Financial Markets,https://www.edx.org/course/electronic-trading-financial-markets-new-york-institute-finance-etfm2016x,Images/https://www.edx.org/sites/default/files/course/image/promoted/financial_chart_and_coins_378x225.jpg,New York Institute of Finance,No,,Yes,Missing,Learn about technology’s impact on financial markets and the characteristics of financial instruments that are traded on electronic markets.,https://www.edx.org/sites/default/files/school/image/nyif-200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3ANYIF%2BETFM2016x%2B2T2016&enrollment_action=enroll&email_opt_in=true,"Taught by instructors with decades of experience on Wall Street, Electronic Trading in Financial Markets is a comprehensive study of the impact of technology on financial market systems.
This economics and finance course provides students with a foundation in market structure (what is ‘liquidity?’) before building to introduce electronic trading fundamentals (order books) and advanced electronic trading techniques (algorithmic trading). Learners will study the history of technology in markets, the details of electronic trading protocols and the impact of innovation on market structure.
Module 1: Fundamentals of Market Structure
Module 2: Fundamentals of Electronic Trading
Module 3: Mechanics of an Order Book
Module 4: Advanced Electronic Trading
Module 5: Electronic Trading in Fixed Income
Module 6: Innovation Guidelines",4.5/5,1 Reviews,Chris White,"CEO
ViableMkts",None,Missing,4 weeks,2 hours per week,Economics & Finance,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
The History of Medieval Medicine Through Jewish Manuscripts,https://www.edx.org/course/history-medieval-medicine-through-jewish-pennx-katz1-1x,Images/https://www.edx.org/sites/default/files/course/image/promoted/exploring_jewish_manuscripts_image_378x225.jpg,PennX,Yes,Future Dates To Be Announced,No,https://prod-edx-mktg-edit.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/exploring_jewish_manuscripts_image_318x210.jpg?itok=__fWLxAZ,Learn about medieval Jewish medical training and thought by exploring and interpreting medical manuscripts.,pennx-logo12012015-200x101.png,https://courses.edx.org/register?course_id=course-v1%3APennX%2BKatz1.1x%2B2T2016&enrollment_action=enroll&email_opt_in=true,"This mini-course is a general introduction to both to medieval medicine and to the value of using manuscripts. Professor Y. Tzvi Langermann presents a case study that builds from a unique 15th-century volume in which three important medical manuscripts in Hebrew and Judeo-Arabic (Arabic in Hebrew characters) are sewn together. He will not only walk the student through the basics of medical knowledge training and practice in the Jewish Middle Ages and beyond, but he will also show how clues gleaned from the particular elements of a manuscript (such as marginal notes, mistakes, and handwriting) allow us to learn a great deal that we could not have gleaned from a pristine printed version. The course is made up of eight short video lectures (5-7 minutes each) that explore the fascinating highlights of an extraordinary manuscript.",4.5/5,1 Reviews,Y. Tzvi Langermann,"Professor, Department of Arabic
Bar-Ilan University, Israel",None,FREE,Missing,2 hours total,History,Advanced,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Cloud Infrastructure Technologies,https://www.edx.org/course/introduction-cloud-infrastructure-linuxfoundationx-lfs151-x,Images/https://www.edx.org/sites/default/files/course/image/promoted/lfs151.x-introduction_to_cloud_infrastructure_technologies_course_image_378x225.jpg,LinuxFoundationX,Yes,,Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/lfs151.x-introduction_to_cloud_infrastructure_technologies_course_image_318x210.jpg?itok=hZe-HKAG,"Learn the fundamentals of building and managing cloud technologies directly from The Linux Foundation, the leader in open source.",https://www.edx.org/sites/default/files/school/image/lf_logo_new_pantone_200x101.png,https://courses.edx.org/register?course_id=course-v1%3ALinuxFoundationX%2BLFS151.x%2B2T2016&enrollment_action=enroll&email_opt_in=true,"New to the cloud and not sure where to begin? This introductory course, taught by cloud experts from The Linux Foundation, will help you grasp the basics of cloud computing and comprehend the terminology, tools and technologies associated with today’s top cloud platforms.
Understanding cloud technologies tops the list of most important skills for any developer, system administrator or network computing professional seeking a lucrative career in technology. However, getting started and researching all things cloud can be complicated and time consuming. This course maps out the entire cloud landscape and explains how various tools and platforms fit together.
Next-generation cloud technologies: Learn about cloud and container technologies like Docker, CoreOS, Cloud Foundry, Kubernetes and OpenStack, as well as the tooling around them.
Scalable and performant compute, storage and network solutions: Get an overview of software defined storage and software defined networking solutions.
Solutions employed by companies to meet their business demands: Study up on DevOps and continuous integration practices, as well as the deployment tools available to architects to meet and exceed their business goals.",3.5/5,7 Reviews,Chip Childers,"Founder and Principal Consultant
CloudYuga Technologies",None,FREE,10 weeks,3-4 hours per week,Computer Science,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
"Visualizing Postwar Tokyo, Part 1",https://www.edx.org/course/visualizing-postwar-tokyo-part-1-utokyox-utokyo001x-1,Images/https://www.edx.org/sites/default/files/course/image/promoted/01-visualizingpostwartokyo_part1_378x225.jpg,UTokyoX,Yes,,Yes,Missing,"Analyze the history of change and development in postwar Tokyo from different perspectives using archived photographs, films, and TV programs.",https://www.edx.org/sites/default/files/school/image/utokyo_logo200x101.png,https://courses.edx.org/register?course_id=course-v1%3AUTokyoX%2BUTokyo001x%2B3T2016&enrollment_action=enroll&email_opt_in=true,"Tokyo emerged out of the ruins of war to become a large city of 10 million people in only a quarter of a century. During this process of change, the capital of a military empire that once invaded East Asia experienced occupation by the U.S. armed forces, hosted the Olympic Games, and transformed into a consumer hub where young people could enjoy economic “wealth.” It is important to know that this process was recorded in countless photographs, documentary films, TV programs, and so on. We will retrieve many of these archived pictures and videos and analyze what happened in postwar Tokyo from different perspectives. In Part 1, you will look at the changes that occurred in postwar Tokyo over a quarter of a century from four different perspectives: 1) occupation and Americanism; 2) imperial gaze and royal wedding; 3) The Olympic city; and 4) economic-cultural clash in Shinjuku. This examination of urban history will provide you with the insights necessary when considering changes in other large cities in Asia, such as Seoul, Beijing, and Bangkok, at the end of the twentieth century.",4.5/5,2 Reviews,Shunya Yoshimi,"Professor of Sociology, Cultural Studies, and Media Studies
The University of Tokyo",None,FREE,Missing,5-6 hours per week,Social Sciences,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
"Visualizing Postwar Tokyo, Part 2",https://www.edx.org/course/visualizing-postwar-tokyo-part-2-utokyox-utokyo002x-1,Images/https://www.edx.org/sites/default/files/course/image/promoted/02-visualizingpostwartokyo_part2_378x225.jpg,UTokyoX,Yes,,Yes,Missing,Identify the geopolitics historically involved in the practice of “visualizing postwar Tokyo.”,https://www.edx.org/sites/default/files/school/image/utokyo_logo200x101.png,https://courses.edx.org/register?course_id=course-v1%3AUTokyoX%2BUTokyo002x%2B3T2016&enrollment_action=enroll&email_opt_in=true,"The history of postwar Tokyo reveals an essential feature of the modern city, i.e. the city as a place of visualities. In postwar Tokyo, countless gazes fell upon others; gazes from and upon Americans and the Emperor, gazes going up skyscrapers or rushing aggressively through the cityscape, and gazes twining and wriggling among classes, genders, and ethnic groups in downtown Tokyo. In Part 2, we will focus on the geopolitics of these gazes in modern Tokyo. What kinds of gazes fell upon the war orphans, the poor, and the marginalized groups in Tokyo? How did students themselves, who represented the vast accumulation of knowledge in Tokyo, perform in front of these gazes? Moreover, how did cinema or television shows, as media for these gazes, implicate the whole city? In answering these questions, we will identify the geopolitics historically involved in the practice of “visualizing postwar Tokyo.”",4.5/5,1 Reviews,Shunya Yoshimi,"Professor of Sociology, Cultural Studies, and Media Studies
The University of Tokyo",None,FREE,Missing,5-6 hours per week,Social Sciences,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Fundamentals of Market Structure,https://www.edx.org/course/fundamentals-market-structure-new-york-institute-finance-etfm2016-1x,Images/https://www.edx.org/sites/default/files/course/image/promoted/nyif_etm2016.1x_-_378x225.jpg,New York Institute of Finance,Yes,,Yes,Missing,"Learn the basics of market structure, including key market participants and what determines a market’s development.",https://webview.edx.org/sites/default/files/school/image/nyif-200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3ANYIF%2BETFM2016.1x%2B2T2016&enrollment_action=enroll&email_opt_in=true,"Taught by instructors with decades of experience on Wall Street, this economics and finance course provides students with a basic foundation in market structure, market structure science, and market mechanics.
You’ll learn about the major elements and concepts that form a market and determine its development. You’ll also learn about key market participants including market makers, brokers, asset managers, hedge funds and more.
Electronic Trading in Financial Markets",3.5/5,2 Reviews,Chris White,"CEO
ViableMkts",None,FREE,1 week,1-2 hours per week,Economics & Finance,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
中级汉语语法 | Intermediate Chinese Grammar,https://www.edx.org/course/zhong-ji-yi-yu-yu-fa-intermediate-pekingx-20000001x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/20000001-378x225_0.png,PekingX,Yes,Future Dates To Be Announced,No,Missing,"这门课将帮助学习者关注和理解汉语的语法特点，解决汉语学习中的语法难点，提高准确、恰当地运用语法知识进行说、读、写、译的能力。Learn Chinese grammatical concepts to improve your Chinese language skills in speaking, reading, writing and translating. ",https://www.edx.org/sites/default/files/school/image/banner/peking_logo_200x101_0_0.png,https://courses.edx.org/register?course_id=course-v1%3APekingX%2B20000001x%2B1T2016&enrollment_action=enroll&email_opt_in=true,"本课程将讲解汉语作为第二语言学习中学习者最容易发生偏误的12个汉语最基本的语法项目，帮助学习者进一步理解、掌握这些语法项目在句法、语义及语用上的特点。
Improve your Chinese language proficiency in this intermediate Chinese grammar course. You will explore 12 complex grammatical concepts to help learners studying Chinese as a second language gain a better understanding of Chinese grammar, including syntax, semantics and pragmatics. 
FAQ
在这门课上最吸引我的可能是什么？
What is the most attractive thing in this class?
学习这门课，可以用哪本教材？
Which textbook will be used?",4.5/5,3 Reviews,徐晶凝 | Xu Jingning,Missing,None,FREE,12 weeks,4-6 hours per week,Humanities,Intermediate,中文,中文
,,,,,,,,,,,,,,,,,,,,,,,
生活英语听说 | Conversational English Skills,https://www.edx.org/course/sheng-huo-ying-yu-ting-shuo-tsinghuax-30640014x,Images/https://www.edx.org/sites/default/files/course/image/promoted/oral-communication-for-efl-learners_378x225.jpg,TsinghuaX,Yes,,Yes,Missing,Learn how to effectively communicate in English and improve your conversational language skills. 你想与native speaker无障碍交流吗？让中外老师和50多位美国、英国、爱尔兰、加拿大、澳大利亚、哥伦比亚的朋友，带你领略一次不一样的英语学习之旅吧。    ,https://www.edx.org/sites/default/files/school/image/banner/tsinghua-logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3ATsinghuaX%2B30640014x%2B1T2016&enrollment_action=enroll&email_opt_in=true,"Are you finding it difficult to start the conversation, or find the right words when communicating in English? Do you know how to start and end conversations in a polite way? Do you want to learn more about American, British, Canadian, Australian, South Korean, Colombian, and Chinese cultures? If so, you’ve come to the right course!",4.5/5,46 Reviews,Wenxia Zhang,"Professor, Foreign Languages and Literatures
Tsinghua University",None,FREE,10 weeks,4 hours per week,Art & Culture,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Greatest Unsolved Mysteries of the Universe,https://www.edx.org/course/greatest-unsolved-mysteries-universe-anux-anu-astro1x-2,Images/https://www.edx.org/sites/default/files/course/image/promoted/astro1x_378x225_0.jpg,ANUx,Yes,,Yes,Missing,Exploring the biggest mysteries of modern astrophysics.,https://www.edx.org/sites/default/files/school/image/banner/anu_logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3AANUx%2BANU-ASTRO1x%2B2T2016&enrollment_action=enroll&email_opt_in=true,"Despite spectacular recent progress, there is still a lot we don't know about our universe. We don't know why the Big Bang happened. We don't know what most of the universe is made of. We don't know whether there is life in space. We don't know how planets form, how black holes get so big, or where the first stars have gone. This course will take you through nine of the greatest unsolved problems of modern astrophysics. We can't promise you the answers, but we will explain what we do and don't know, and give you an up-to-date understanding of current research. This course is designed for people who would like to get a deeper understanding of these mysteries than that offered by popular science articles and shows. 
Astrophysics XSeriesLearn moreregister for all the courses",05-May,70 Reviews,Brian Schmidt,"Laureate Fellow and Distinguished Professor
Australian National University",None,FREE,9 weeks,3 hours per week,Energy & Earth Sciences,Intermediate,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Astrophysics: Exploring Exoplanets,https://www.edx.org/course/astrophysics-exploring-exoplanets-anux-anu-astro2x-1,Images/https://www.edx.org/sites/default/files/course/image/promoted/astro2x_course_homepage_378x225.jpg,ANUx,Yes,,Yes,Missing,Explore the mysteries of exoplanets - planets around other stars – in this introductory astrophysics course.,https://www.edx.org/sites/default/files/school/image/banner/anu_logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3AANUx%2BANU-ASTRO2x%2B2T2016&enrollment_action=enroll&email_opt_in=true,"The discovery of exoplanets is one of the greatest revolutions in modern astrophysics. Twenty years ago, we had no idea whether any of the countless stars out there beyond our solar system had planets or not.
Today, things are totally different. Over 1,000 planetary systems have been discovered. The universe is teeming with planets. And what strange planets they are - hot Jupiter-like planets skimming the surfaces of their stars, cold and lonely free-floating planets far from any star, planets made of diamond, planets with rain made of glass, super-Earths and even planets orbiting neutron stars. In this course, we’ll bring you up-to-date with the latest research on exoplanets, and how this research has revolutionised our understanding of the formation of solar systems like our own.
Astrophysics XSeriesLearn moreregister for all the courses",05-May,17 Reviews,Brian Schmidt,"Laureate Fellow and Distinguished Professor
Australian National University",None,FREE,9 weeks,3 hours per week,Physics,Intermediate,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Astrophysics: The Violent Universe,https://www.edx.org/course/astrophysics-violent-universe-anux-anu-astro3x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/anu-astr3x_course_banner_378x225.jpg,ANUx,Yes,,Yes,Missing,"Explore the deadliest places in the universe, from black holes to supernovae.",https://www.edx.org/sites/default/files/school/image/banner/anu_logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3AANUx%2BANU-ASTRO3x%2B1T2016&enrollment_action=enroll&email_opt_in=true,"Interested in exploring the deadliest and most mysterious parts of our universe? Or, investigating black holes, which warp the very fabric of space-time around them?
We will look at what we know about these objects, and also at the many unsolved mysteries that surround them. We will also study white-dwarf stars and neutron stars, where the mind-bending laws of quantum mechanics collide with relativity. And, examine dwarf novae, classical novae, supernovae and even hypernovae: the most violent explosions in the cosmos.
Astrophysics XSeriesLearn moreregister for all the courses",05-May,14 Reviews,Brian Schmidt,"Laureate Fellow and Distinguished Professor
Australian National University",None,FREE,9 weeks,3 hours per week,Physics,Intermediate,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Actuarial Science,https://www.edx.org/course/introduction-actuarial-science-anux-anu-actuarialx-1,Images/https://www.edx.org/sites/default/files/course/image/promoted/actuarialx-course_card_image-378x225.jpg,ANUx,Yes,,Yes,Missing,"This course readies you for a career as an actuary in finance, investments, banking or insurance.",https://www.edx.org/sites/default/files/school/image/banner/anu_logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3AANUx%2BANU-ActuarialX%2B1T2016&enrollment_action=enroll&email_opt_in=true,"Actuary is rated the best job of 2015 by CareerCast.com because it pays well and offers abundant opportunities for advancement. 
You may have heard of actuarial science, or you might even know an actuary, but do you know what an actuary does? During the course you’ll hear from a wide variety of actuaries about their careers.
Finance
Investments
Banking
Insurance
join our Facebook group
""Great introduction to this specialized field; every day there are new challenges where as a student you are put in a situation to learn and apply the lessons with practical exercises. Great structure of the course, with main concepts to review at the end of a lesson. I would recommend to anyone who would like to learn more about actuarial science."" - Previous student",4.5/5,16 Reviews,Adam Butt,Missing,None,FREE,8 weeks,2-4 hours per week,Economics & Finance,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Behavioral Economics in Action,https://www.edx.org/course/behavioral-economics-action-university-torontox-be101x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/be101x-course_card_image-378x225.jpg,University of TorontoX,Yes,,Yes,Missing,Learn how to use behavioral economics to design experiments and develop tools to help people make better decisions.,https://www.edx.org/sites/default/files/school/image/banner/toronto_logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3AUniversity_of_TorontoX%2BBE101x_3%2B1T2016&enrollment_action=enroll&email_opt_in=true,"How can we get people to save more money, eat healthy foods, engage in healthy behaviors, and make better choices in general? There has been a lot written about the fact that human beings do not process information and make decisions in an optimal fashion. This course builds on much of the fascinating work in the area of behavioral economics and allows learners to develop a hands-on approach by understanding its methods and more importantly, how it can be harnessed by suitably designing contexts to “nudge” choice.",4.5/5,10 Reviews,Dilip Soman,"Professor, Rotman School of Management
University of Toronto",None,FREE,6 weeks,4-5 hours per week,Business & Management,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Legal Risk Management Strategies for Multinational Enterprises,https://www.edx.org/course/legal-risk-management-strategies-bux-compliancex,Images/https://www.edx.org/sites/default/files/course/image/promoted/compliancex-378x225.jpg,BUx,No,Future Dates To Be Announced,No,Missing,,https://www.edx.org/sites/default/files/school/image/banner/boston_logo_200x101_0_0.png,https://courses.edx.org/register?course_id=course-v1%3ABUx%2BComplianceX%2B4T2015&enrollment_action=enroll&email_opt_in=true,"Learn the core legal concepts underlying business compliance – the new paradigm in corporate accountability and risk management – in this four-part course designed for law firms seeking to expand their services for international clients and in-house counsel helping their companies go global. Hear top academics and practitioners explain the impact on transnational business operations, and the steps that enterprises can take to mitigate risk of civil and criminal liability.
Registration is available at a 50% discount for qualified students and those eligible to claim financial hardship. For more information please contact lawmooc@bu.edu.",Missing,Missing,Babak Boghraty,"Lecturer in Law
Boston University",None,Missing,Missing,6 hours of video/300 multiple choice questions,Law,Advanced,English,English
,,,,,,,,,,,,,,,,,,,,,,,
"Cyberwar, Surveillance and Security",https://www.edx.org/course/cyberwar-surveillance-security-adelaidex-cyber101x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/cyberwar-surveillance-and-security_378x225.jpg,AdelaideX,Yes,,Yes,Missing,"Understand the competing tensions of laws related to privacy and national security, and the impending consequences of this battle for our networked world.",https://www.edx.org/sites/default/files/school/image/adelaide-200x101.png,https://courses.edx.org/register?course_id=course-v1%3AAdelaideX%2BCyber101x%2B1T2016&enrollment_action=enroll&email_opt_in=true,"Once heralded as the ultimate vehicle for open communication and self-expression, the internet is rapidly becoming a globally networked surveillance device. Serious threats to national security, combined with the seemingly endless capacity of digital processing and storage, have led to levels of data capture and 24/7 monitoring of individuals’ activity that were unimaginable even a decade ago.
 
With resistance to such practices rising, this course will equip you to take an active part in the debate. You will gain a broad understanding of the competing tensions of the laws related to national security and personal and commercial privacy in the post-Snowden online environment. You will also grasp the looming consequences of this battle for peace, sovereignty, human rights and the internet itself.",3.5/5,11 Reviews,Melissa de Zwart,Missing,None,FREE,6 weeks,2-3 hours/week,Law,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Electrotechnique I,https://www.edx.org/course/electrotechnique-i-epflx-ee-100bx-1,Images/https://www.edx.org/sites/default/files/course/image/promoted/electrotechnique_378x225.jpg,EPFLx,Yes,Future Dates To Be Announced,No,Missing,"Découvrez les circuits électriques linéaires. Apprenez à les maîtriser et à les résoudre, dans un premier temps en régime continu puis en régime alternatif.
 ",https://www.edx.org/sites/default/files/school/image/banner/epfl_logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3AEPFLx%2BEE-100Bx%2BT1_2016&enrollment_action=enroll&email_opt_in=true,"Ce cours définit les notions de base des circuits électriques composés des trois éléments passifs (résistance, inductance et condensateur), linéaires et des sources de tension et de courant.
On traite ces circuits avec les lois élémentaires de l'électricité puis on développe une série de méthodes de combinaisons des éléments et de transformations du circuit qui mènent à leur simplification et permettent une analyse aisée des courants, tensions et puissances présents. Quelques circuits particuliers classiques sont présentés. ",03-May,2 Reviews,Yves Perriard,"Professeur
EPFL",None,FREE,8 weeks,4 heures/semaine,Electronics,Introductory,"English, Français","English, Français"
,,,,,,,,,,,,,,,,,,,,,,,
Cellular Mechanisms of Brain Function,https://www.edx.org/course/cellular-mechanisms-brain-function-epflx-brainx-1,Images/https://www.edx.org/sites/default/files/course/image/promoted/cellular-mechanisms-of-brain-function_378x225.jpg,EPFLx,Yes,,Yes,Missing,This course aims for a mechanistic description of mammalian brain function at the level of individual nerve cells and their synaptic interactions.,https://www.edx.org/sites/default/files/school/image/banner/epfl_logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3AEPFLx%2BBrainX%2BT1_2016&enrollment_action=enroll&email_opt_in=true,"Brain and behavior are inextricably linked in neuroscience. The function of the brain is to govern behavior, and the aim of this course is to causally link biophysical mechanisms with simple behaviors studied in mice. The brain processes information through the concerted activity of many neurons, which communicate with each other through synapses organised in highly dynamic networks. The first goal of the course is to gain a detailed understanding of the structure and function of the fundamental building blocks of the mammalian brain, its synapses and neurons. The second goal is to understand neuronal networks, with specific emphasis on the interactions of excitatory glutamatergic and inhibitory GABAergic neurons. The third goal is to place neuronal network function in the context of sensory processing ultimately leading to behavioral decisions and motor output.",4.5/5,3 Reviews,Carl Petersen,Missing,None,FREE,8 weeks,5 hours/week,Biology & Life Sciences,Intermediate,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Smithsonian’s Objects That Define America,https://www.edx.org/course/smithsonians-objects-define-america-smithsonianx-ushis1-2x,Images/https://www.edx.org/sites/default/files/course/image/promoted/objects-that-define-america_378x225.jpg,SmithsonianX,Yes,,Yes,Missing,"Explore the history of America through the view of key historic objects, inventions, and exhibits in the Smithsonian collections.",https://www.edx.org/sites/default/files/school/image/smithsonianx-logo12022015-200x101.png,https://courses.edx.org/register?course_id=course-v1%3ASmithsonianX%2BUSHIS1.2x%2B2016_T1&enrollment_action=enroll&email_opt_in=true,"This course, produced with The Great Courses, will look at four key themes in the History of America as presented by Dr. Richard Kurin, Undersecretary for History, Art and Culture at the Smithsonian.
American Icons – from the Star Spangled Banner to the Statue of Liberty – how have these become iconic symbols for Americans?  What do these icons represent in a global context?
Rights and Liberties – from the Declaration of Independence to the Greensboro Lunch Counter, how have Americans defined, and continue to define, their rights and governance?
America the Beautiful – From evidence of the continent’s first inhabitants to the conservation efforts of the Smithsonian’s scientists, how have the American people – both native and settler – envisioned, explored, worked and protected the land and its resources?
Spirit of Invention – from the Model T to the space program, how have America’s pioneering inventions changed the world?",4.5/5,1 Reviews,Richard Kurin,Missing,None,FREE,4 weeks,1 - 2 hours/week,Art & Culture,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Quantum Mechanics of Molecular Structures,https://www.edx.org/course/quantum-mechanics-molecular-structures-utokyox-utokyo003x-1,Images/https://www.edx.org/sites/default/files/course/image/promoted/quantum-mechanics-of-molecular-structures_378x225.jpg,UTokyoX,Yes,,Yes,Missing,Learn two methods used to determine molecular structures and their properties in this introduction to Quantum Mechanics.,https://www.edx.org/sites/default/files/school/image/utokyo_logo200x101.png,https://courses.edx.org/register?course_id=course-v1%3AUTokyoX%2BUTokyo003x%2B1T2016&enrollment_action=enroll&email_opt_in=true,"Knowing the geometrical structure of the molecules around us is one of the most important and fundamental issues in the field of chemistry. This course introduces the two primary methods used to determine the geometrical structure of molecules: molecular spectroscopy and gas electron diffraction.
Motions of electrons within a molecule (Week 1),
Vibrational motions of the nuclei within a molecule (Week 2), and
Rotational motions of a molecule (Week 3).
FAQ
Do I need to buy a textbook?",3.5/5,7 Reviews,Kaoru Yamanouchi,Missing,None,FREE,4 weeks,3-4 hours per week,Chemistry,Intermediate,English,English
,,,,,,,,,,,,,,,,,,,,,,,
College Algebra and Problem Solving,https://www.edx.org/course/college-algebra-problem-solving-asux-mat117x,Images/https://www.edx.org/sites/default/files/course/image/promoted/mat117_banner.jpg,ASUx,No,,Yes,Missing,Learn the basics of Algebra while preparing for future courses in Calculus through this credit-eligible college level math course.,https://webview.edx.org/sites/default/files/school/image/asu_university_200x101.png,https://courses.edx.org/register?course_id=course-v1%3AASUx%2BMAT117x%2B1T2016&enrollment_action=enroll&email_opt_in=true,"This course is part of Global Freshman Academy (GFA), which means you can earn transferable ASU credit toward your college degree.
In this college level Algebra course, you will learn to apply algebraic reasoning to solve problems effectively. You’ll develop skills in linear and quadratic functions, general polynomial functions, rational functions, and exponential and logarithmic functions. You will also study systems of linear equations. This course will emphasize problem-solving techniques, specifically by means of discussing concepts in each of these topics.",05-May,35 Reviews,Adrian Sannier,"Chief Academic Technology Officer for EdPlus
Arizona State University",None,FREE,Each student's path to mastery is individual,Student progress through the course is self-paced,Math,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Data Wise: A Collaborative Process to Improve Learning & Teaching,https://www.edx.org/course/introduction-data-wise-collaborative-harvardx-gse3x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/intro-to-datawise-378x225_0_0.png,HarvardX,Yes,,Yes,Missing,Learn what is involved in using data wisely to build a culture of collaborative inquiry.,https://www.edx.org/sites/default/files/school/image/banner/harvard_logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3AHarvardX%2BGSE3x%2B2T2016&enrollment_action=enroll&email_opt_in=true,"Educators have an ever-increasing stream of data at their fingertips, but knowing how to use this data to improve learning and teaching — how to make it less overwhelming, more useful, and part of an effective collaborative process — can be challenging.
 
Based on the book Data Wise: A Step-by-Step Guide to Using Assessment Results to Improve Teaching and Learning, this course describes a clear, 8-step process for using a wide range of data sources to improve instruction. You will see what this disciplined way of working with colleagues can look and feel like in a school setting. You will also have the opportunity to share insights and experiences about school improvement with educators from around the world.
 
In this course, you will:
Understand what the Data Wise Improvement Process is and how it can help you improve teaching and learning.
Build skills in looking at a wide range of data sources, including test scores, student work, and teaching practice.
Identify next steps in supporting a culture of collaborative data inquiry in your setting.

Introduction to Data Wise
Participate on your own.
Enroll with a few colleagues as part of a study group.
Formally integrate it into professional development in your workplace.


portfolio of books, resources, training, and support Data Wise Project
HarvardX requires individuals who enroll in its courses on edX to abide by the terms of the edX honor code. HarvardX will take appropriate corrective action in response to violations of the edX honor code, which may include dismissal from the HarvardX course; revocation of any certificates received for the HarvardX course; or other remedies as circumstances warrant. No refunds will be issued in the case of corrective action for such violations. Enrollees who are taking HarvardX courses as part of another program will also be governed by the academic policies of those programs.
HarvardX pursues the science of learning. By registering as an online learner in an HX course, you will also participate in research about learning. Read our research statement to learn more.
Harvard University and HarvardX are committed to maintaining a safe and healthy educational and work environment in which no member of the community is excluded from participation in, denied the benefits of, or subjected to discrimination or harassment in our program. All members of the HarvardX community are expected to abide by Harvard policies on nondiscrimination, including sexual harassment, and the edX Terms of Service. If you have any questions or concerns, please contact harvardx@harvard.edu and/or report your experience through the edX contact form.",4.5/5,4 Reviews,Kathryn Parker Boudett,"Lecturer on Education & Director of the Data Wise Project
Harvard University",None,FREE,Missing,8-12 hours total,Education & Teacher Training,Intermediate,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Health Professional Teaching Skills – Level 1 – Foundational,https://www.edx.org/course/health-professional-teaching-skills-university-torontox-hpt1x,Images/https://www.edx.org/sites/default/files/course/image/promoted/cfd02-hpts_edx_graphic3_lv1.jpg,University of TorontoX,Yes,Future Dates To Be Announced,No,Missing,Learn the basics of faculty development by focusing on foundational skills that can be applied in health professional teaching contexts and practices.,https://www.edx.org/sites/default/files/school/image/banner/toronto_logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3AUniversity_of_TorontoX%2BHPT1x%2B1T2016&enrollment_action=enroll&email_opt_in=true,"Faculty Development is a broad range of activities that institutions use to renew or assist faculty, supervisors, preceptors, field instructors, clinical educators, and status appointees in their roles. These activities are designed to improve an individual's knowledge and skills in teaching, education, administration, leadership and research.
Health Professional Teaching Skills – Level 2 – Strategies
Health Professional Teaching Skills – Level 3 - Professionalism",04-May,2 Reviews,Marcus Law,"Assistant Professor, Department of Family and Community Medicine
University of Toronto",None,FREE,4 weeks,1-2 hours per week,Education & Teacher Training,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
